step,mode,loss,angle_error(rad),distance(m)
1,training,0.0033212085,0.04944777674973012,0.0
2,training,0.022083942,0.0421754214912653,0.0
3,training,0.023830127,0.05565682053565979,0.0
4,training,0.023810092,0.03923380002379416,0.0
5,training,0.015291322,0.02339787781238556,0.0
6,training,0.02359295,0.050352007150650024,0.0
7,training,0.013676439,0.026427447795867906,0.0
8,training,0.016788298,0.023707576096057906,0.02374022499243354
9,training,0.027381884,0.055722571909427615,0.02374022499243354
10,training,0.019919205,0.029899924993515015,0.02374022499243354
11,training,0.0047529493,0.01657050848007202,0.02374022499243354
12,training,0.011384089,0.008947357535362244,0.02374022499243354
13,training,0.008076379,0.009899571537971497,0.02374022499243354
14,training,0.022185806,0.0755937397480011,0.045987538000007114
15,training,0.020080512,0.014404959976673126,0.045987538000007114
16,training,0.014125338,0.10534920170903206,0.045987538000007114
17,training,0.009595496,0.07628056034445763,0.045987538000007114
18,training,0.017290395,0.044706262648105635,0.045987538000007114
19,training,0.015876623,0.03846358135342598,0.045987538000007114
20,training,0.009850566,0.05783598124980924,0.060540229386184655
21,training,0.010903197,0.0344533696770668,0.060540229386184655
22,training,0.003722824,0.077615462243557,0.060540229386184655
23,training,0.011313809,0.019890375435352325,0.060540229386184655
24,training,0.014504018,0.023902177810668945,0.060540229386184655
25,training,0.0131679,0.05892495810985564,0.060540229386184655
26,training,0.017473672,0.001513257622718811,0.10294433475832901
27,training,0.011719719,0.03213492780923844,0.10294433475832901
28,training,0.0060117655,0.0401824489235878,0.10294433475832901
29,training,0.0075639607,0.021559372544288635,0.10294433475832901
30,training,0.014015372,0.0842951089143753,0.10294433475832901
31,training,0.010260093,0.039703655987977975,0.10294433475832901
32,training,0.013005414,0.10010089166462421,0.02314701324211566
33,training,0.013399148,0.15475597232580185,0.02314701324211566
34,training,0.017467184,0.07319151889532804,0.02314701324211566
35,training,0.011917871,0.14308767020702362,0.02314701324211566
36,training,0.00893848,0.18256177008152008,0.02314701324211566
37,training,0.005886522,0.2186528667807579,0.02314701324211566
38,training,0.012863794,0.20890133827924728,0.03850355569031473
39,training,0.016651807,0.26089369133114815,0.03850355569031473
40,training,0.014088006,0.2895088940858841,0.03850355569031473
41,training,0.005248584,0.280106071382761,0.03850355569031473
42,training,0.008522577,0.3296887502074241,0.03850355569031473
43,training,0.004984685,0.3130828700959682,0.03850355569031473
44,training,0.0160389,0.31936546787619596,0.03850355569031473
45,training,0.030414565,0.3263386189937592,0.015890741288874383
46,training,0.012943902,0.3196648880839348,0.015890741288874383
47,training,0.023488918,0.30846465751528734,0.015890741288874383
48,training,0.016667096,0.28370714932680124,0.015890741288874383
49,training,0.018915249,0.30124981049448246,0.015890741288874383
50,training,0.014492736,0.31387454411014915,0.015890741288874383
51,training,0.022275062,0.2948251832276583,0.015890741288874383
52,training,0.010288953,0.31611863151192665,0.05141438563913177
53,training,0.01810773,0.3004567585885525,0.05141438563913177
54,training,0.01677629,0.3099862299859524,0.05141438563913177
55,training,0.0054770466,0.3044861108064651,0.05141438563913177
56,training,0.031647656,0.2981914691627026,0.05141438563913177
57,training,0.030537454,0.3306419067084789,0.05141438563913177
58,training,0.019274738,0.31345119327306753,0.05141438563913177
59,training,0.023214933,0.3403870817273855,0.17014609675183537
60,training,0.022377824,0.3652733089402318,0.17014609675183537
61,training,0.021308605,0.3350705364719033,0.17014609675183537
62,training,0.027406206,0.3344985600560903,0.17014609675183537
63,training,0.019686807,0.3320486079901457,0.17014609675183537
64,training,0.043598138,0.30420766305178404,0.17014609675183537
65,training,0.02612342,0.297836790792644,0.17014609675183537
66,training,0.0029733332,0.2634554821997881,0.3001954930875329
