step,mode,loss,angle_error(rad),distance(m),dataset(f),dataset(l),dataset(r)
97,training,0.035727628,0.03224274143576622,0.041276745996220256,43,27,27
98,training,0.035727628,0.03224274143576622,0.041276745996220256,43,27,27
99,training,0.035727628,0.03224274143576622,0.041276745996220256,43,27,27
100,training,0.035727628,0.03224274143576622,0.041276745996220256,43,27,27
101,training,0.035727628,0.044392166659235954,0.041276745996220256,43,27,27
102,training,0.035727628,0.035034402972087264,0.004428651176029171,43,27,27
103,training,0.035727628,0.04435446672141552,0.004428651176029171,43,27,27
104,training,0.035727628,0.041126176714897156,0.004428651176029171,43,27,27
105,training,0.035727628,0.04193730652332306,0.004428651176029171,43,27,27
106,training,0.035727628,0.0430801659822464,0.004428651176029171,43,27,27
107,training,0.035727628,0.05502515286207199,0.004428651176029171,43,27,27
108,training,0.015223539,0.03967592213302851,0.013815378205149114,44,28,28
109,training,0.015223539,0.038447040133178234,0.013815378205149114,44,28,28
110,training,0.015223539,0.04071962181478739,0.013815378205149114,44,28,28
111,training,0.015223539,0.04202225152403116,0.013815378205149114,44,28,28
112,training,0.015223539,0.040573024190962315,0.013815378205149114,44,28,28
113,training,0.015223539,0.04218363109976053,0.013815378205149114,44,28,28
114,training,0.015223539,0.041781299747526646,0.020393569125149804,44,28,28
115,training,0.015223539,0.047451817430555814,0.020393569125149804,44,28,28
116,training,0.015223539,0.058008004911243916,0.020393569125149804,44,28,28
117,training,0.013323457,0.01739675924181938,0.020393569125149804,45,29,29
118,training,0.013323457,0.017764173448085785,0.020393569125149804,45,29,29
119,training,0.013323457,0.0572238452732563,0.020393569125149804,45,29,29
120,training,0.024933761,0.03561605140566827,0.021026254265311843,46,30,30
121,training,0.024933761,0.0280618779361248,0.021026254265311843,46,30,30
122,training,0.024933761,0.025100190192461014,0.021026254265311843,46,30,30
123,training,0.024933761,0.02453114464879036,0.021026254265311843,46,30,30
124,training,0.024933761,0.009793870151042938,0.021026254265311843,46,30,30
125,training,0.024933761,0.0021730586886405945,0.029944185560640546,46,30,30
126,training,0.024933761,0.005991071462631226,0.029944185560640546,46,30,30
127,training,0.024933761,0.00605425238609314,0.029944185560640546,46,30,30
128,training,0.024933761,0.027607408352196217,0.029944185560640546,46,30,30
129,training,0.024933761,0.03798445290885866,0.029944185560640546,46,30,30
130,training,0.024933761,0.04129919782280922,0.029944185560640546,46,30,30
131,training,0.024933761,0.04788016062229872,0.02030125277152811,46,30,30
132,training,0.024933761,0.1026509553194046,0.02030125277152811,46,30,30
133,training,0.021121783,0.10445685684680937,0.02030125277152811,47,31,31
134,training,0.013352397,0.13107531517744064,0.02030125277152811,48,32,32
135,training,0.032054543,0.12107735313475132,0.02030125277152811,49,32,32
136,training,0.0143820895,0.11357978358864781,0.02030125277152811,50,32,32
137,training,0.023466248,0.12039388832636178,0.009073113743517507,51,32,32
138,training,0.0168033,0.11406204453669488,0.009073113743517507,52,32,32
139,training,0.0064938394,0.1342833456583321,0.009073113743517507,53,32,32
140,training,0.011878763,0.1343254167586565,0.009073113743517507,54,32,32
141,training,0.020730501,0.12904368899762628,0.009073113743517507,55,32,32
142,training,0.017355038,0.1338019482791424,0.009073113743517507,56,32,32
143,training,0.029074306,0.11215088702738282,0.011033299041563756,57,32,32
144,training,0.020932827,0.11577871069312098,0.011033299041563756,58,32,32
145,training,0.017396867,0.1133442297577858,0.011033299041563756,59,32,32
146,training,0.024549393,0.13573858328163624,0.011033299041563756,60,32,32
147,training,0.016655475,0.13207904808223248,0.011033299041563756,61,32,32
148,training,0.0163716,0.13488651439547542,0.011033299041563756,62,32,32
149,training,0.015775923,0.166292799403891,0.037393954958724426,63,32,32
150,training,0.023902735,0.17620940902270377,0.037393954958724426,64,32,32
151,training,0.014913387,0.19347258564084766,0.037393954958724426,65,32,32
152,training,0.017503422,0.19821291486732662,0.037393954958724426,66,32,32
153,training,0.016797032,0.19931656727567312,0.037393954958724426,66,33,32
154,training,0.022597438,0.21351987938396633,0.037393954958724426,66,34,32
155,training,0.013383409,0.17826448986306784,0.08049086706006238,67,34,32
156,training,0.010680953,0.13258092291653156,0.08049086706006238,68,34,32
157,training,0.018821897,0.16837815195322037,0.08049086706006238,69,34,32
158,training,0.011168242,0.15963940136134624,0.08049086706006238,70,34,32
159,training,0.01774006,0.10791619122028351,0.08049086706006238,71,34,32
160,training,0.017840786,0.13609172776341438,0.08049086706006238,72,34,32
161,training,0.015082966,0.12763069570064542,0.11210831744810969,73,34,32
162,training,0.016097646,0.11346086859703064,0.11210831744810969,74,34,32
163,training,0.016319064,0.06063008680939676,0.11210831744810969,75,34,32
164,training,0.010162431,0.05661467090249063,0.11210831744810969,76,35,33
165,training,0.016695753,0.06858809106051922,0.11210831744810969,77,36,34
166,training,0.018514547,0.06684521492570637,0.11210831744810969,78,37,35
167,training,0.014726805,0.05790062405867502,0.12127436454620266,79,38,36
168,training,0.011344529,0.04925490100868046,0.12127436454620266,80,39,37
169,training,0.011344529,0.03231252287514508,0.12127436454620266,80,39,37
170,training,0.011344529,0.028025658102706075,0.12127436454620266,80,39,37
171,training,0.011344529,0.021185309858992696,0.12127436454620266,80,39,37
172,training,0.011344529,0.0035397999454289675,0.12127436454620266,80,39,37
173,training,0.011344529,0.0008172818925231695,0.10053827377283385,80,39,37
174,training,0.011344529,0.0035397999454289675,0.10053827377283385,80,39,37
175,training,0.011344529,0.03409966011531651,0.10053827377283385,80,39,37
176,training,0.011344529,0.029022337170317766,0.10053827377283385,80,39,37
177,training,0.011344529,0.0035397999454289675,0.10053827377283385,80,39,37
178,training,0.011344529,0.0004090352449566126,0.10053827377283385,80,39,37
179,training,0.011344529,0.007182716159150006,0.0786377384079201,80,39,37
180,training,0.011344529,0.001323458505794406,0.0786377384079201,80,39,37
181,training,0.011344529,0.02000444452278316,0.0786377384079201,80,39,37
182,training,0.011344529,0.0035397999454289675,0.0786377384079201,80,39,37
183,training,0.011344529,0.0030025525484234086,0.0786377384079201,80,39,37
184,training,0.011344529,0.009497863939031959,0.0786377384079201,80,39,37
185,training,0.011344529,0.022032021312043067,0.04488551944473753,80,39,37
186,training,0.011344529,0.037484486354514956,0.04488551944473753,80,39,37
187,training,0.011344529,0.042561401380226016,0.04488551944473753,80,39,37
188,training,0.011344529,0.0367778546642512,0.04488551944473753,80,39,37
189,training,0.011344529,0.03842445160262287,0.04488551944473753,80,39,37
190,training,0.011344529,0.046946347458288074,0.04488551944473753,80,39,37
191,training,0.011344529,0.053756312234327204,0.019096788025096987,80,39,37
192,training,0.014670013,0.09031073935329914,0.019096788025096987,81,40,38
193,training,0.013850927,0.1136401444673538,0.019096788025096987,82,41,39
194,training,0.015326986,0.12708697468042374,0.019096788025096987,83,42,40
195,training,0.01489898,0.11405092291533946,0.019096788025096987,84,43,41
196,training,0.018786062,0.12348577007651329,0.019096788025096987,85,44,42
197,training,0.01169386,0.1405591107904911,0.015977671200078664,86,44,42
198,training,0.013924788,0.15166186913847923,0.015977671200078664,87,44,42
199,training,0.013373807,0.1481369324028492,0.015977671200078664,88,44,42
200,training,0.014953459,0.1642208397388458,0.015977671200078664,89,44,42
201,training,0.009470781,0.22528868168592453,0.015977671200078664,90,44,42
202,training,0.0103364745,0.2027124068699777,0.015977671200078664,90,44,43
203,training,0.009459986,0.21386647317558527,0.04157129124018274,90,44,44
204,training,0.010301986,0.2125078439712524,0.04157129124018274,90,44,45
205,training,0.020534988,0.20642938371747735,0.04157129124018274,90,44,46
206,training,0.009034138,0.21529573574662209,0.04157129124018274,90,44,47
207,training,0.0058990484,0.15878593549132347,0.04157129124018274,91,44,47
208,training,0.0042468035,0.14767561480402944,0.04157129124018274,92,44,47
209,training,0.0064897053,0.14451389759778976,0.07746760785788732,93,44,47
210,training,0.020053709,0.1529400423169136,0.07746760785788732,94,44,47
211,training,0.0023855767,0.1612122543156147,0.07746760785788732,94,44,48
212,training,0.01171641,0.19777054712176323,0.07746760785788732,94,44,49
213,training,0.01980027,0.18671622499823567,0.07746760785788732,94,44,50
214,training,0.014333445,0.14360792562365535,0.07746760785788732,95,44,50
215,training,0.018796282,0.23710136860609055,0.10525388810410134,95,44,51
216,training,0.013771375,0.17632073909044266,0.10525388810410134,95,44,52
217,training,0.018946437,0.17724172864109278,0.10525388810410134,96,44,52
218,training,0.004258306,0.12217055377550423,0.10525388810410134,97,44,52
219,training,0.015851961,0.1536991074681282,0.10525388810410134,98,45,53
220,training,0.013672935,0.16273615881800652,0.10908909614788588,99,45,53
221,training,0.008090867,0.1384461522102356,0.10908909614788588,100,46,54
222,training,0.012398843,0.20758509635925293,0.10908909614788588,101,47,55
223,training,0.0029004656,0.2047898732125759,0.10908909614788588,102,48,56
224,training,0.009442538,0.14388464484363794,0.10908909614788588,103,49,57
225,training,0.013788499,0.12540845572948456,0.10908909614788588,104,50,58
226,training,0.014967883,0.12065793201327324,0.08459387438566969,105,51,59
227,training,0.012121056,0.1439870111644268,0.08459387438566969,106,52,60
228,training,0.008691754,0.13739368692040443,0.08459387438566969,107,53,61
229,training,0.009138798,0.13508440367877483,0.08459387438566969,108,54,62
230,training,0.014861113,0.09155786409974098,0.08459387438566969,109,55,63
231,training,0.007707844,0.09034066274762154,0.08459387438566969,110,56,64
232,training,0.0115743475,0.11204767413437366,0.06147939758527598,111,57,65
233,training,0.006861307,0.1161968894302845,0.06147939758527598,112,58,66
234,training,0.0132783605,0.11656726710498333,0.06147939758527598,113,59,67
235,training,0.00460129,0.07468750141561031,0.06147939758527598,114,60,68
236,training,0.013111864,0.0477957371622324,0.06147939758527598,115,61,69
237,training,0.013111864,0.043992191553115845,0.06147939758527598,115,61,69
238,training,0.013111864,0.05649363063275814,0.03385348509590482,115,61,69
239,training,0.007897707,0.07973595522344112,0.03385348509590482,116,62,70
240,training,0.010914219,0.06208442710340023,0.03385348509590482,117,63,71
241,training,0.010129462,0.10098128765821457,0.03385348509590482,118,64,72
242,training,0.006618105,0.077237443998456,0.03385348509590482,119,65,73
243,training,0.008139369,0.015658967662602663,0.03385348509590482,120,66,74
244,training,0.008139369,0.016455483157187697,0.01682105591142461,120,66,74
245,training,0.008139369,0.023533870000392195,0.01682105591142461,120,66,74
246,training,0.008139369,0.02413709880784154,0.01682105591142461,120,66,74
247,training,0.008139369,0.024272043723613024,0.01682105591142461,120,66,74
248,training,0.008139369,0.024203468579798937,0.01682105591142461,120,66,74
249,training,0.008139369,0.024243284482508898,0.01682105591142461,120,66,74
250,training,0.008139369,0.023465235251933336,0.01294127643164956,120,66,74
251,training,0.008139369,0.024432797450572252,0.01294127643164956,120,66,74
252,training,0.008139369,0.02385531784966588,0.01294127643164956,120,66,74
253,training,0.008139369,0.02454124810174107,0.01294127643164956,120,66,74
254,training,0.008139369,0.024410028476268046,0.01294127643164956,120,66,74
255,training,0.008139369,0.03299467312172056,0.011464812638107197,120,66,74
256,training,0.008139369,0.02458747150376439,0.011464812638107197,120,66,74
257,training,0.008139369,0.023595262784510854,0.011464812638107197,120,66,74
258,training,0.008139369,0.024213035125285387,0.011464812638107197,120,66,74
259,training,0.008139369,0.024748985189944506,0.011464812638107197,120,66,74
260,training,0.008139369,0.020586628932505846,0.011464812638107197,120,66,74
261,training,0.008139369,0.024743754882365465,0.00664722064037564,120,66,74
262,training,0.008139369,0.024501283187419176,0.00664722064037564,120,66,74
263,training,0.008139369,0.024653632659465075,0.00664722064037564,120,66,74
264,training,0.008139369,0.009406710509210825,0.00664722064037564,120,66,74
265,training,0.008139369,0.008203948382288218,0.00664722064037564,120,66,74
266,training,0.008139369,0.009205008391290903,0.007174363955010728,120,66,74
267,training,0.008139369,0.009060794953256842,0.007174363955010728,120,66,74
268,training,0.008139369,0.01678008818998933,0.007174363955010728,120,66,74
269,training,0.008139369,0.009117598179727793,0.007174363955010728,120,66,74
270,training,0.008139369,0.0077245780266821384,0.007174363955010728,120,66,74
271,training,0.008139369,0.009762073401361704,0.007174363955010728,120,66,74
272,training,0.008139369,0.009184057358652357,0.01067935522575109,120,66,74
273,training,0.008139369,0.0054001896642148495,0.01067935522575109,120,66,74
274,training,0.008139369,0.07251226482912897,0.01067935522575109,120,66,74
275,training,0.0050864327,0.05734890699386597,0.01067935522575109,121,67,75
276,training,0.0023294464,0.09583305567502975,0.01067935522575109,122,68,76
277,training,0.0039129187,0.11414939910173416,0.01067935522575109,123,69,77
278,training,0.010481385,0.11278019845485687,0.021515371167038274,124,70,78
279,training,0.008539935,0.05026869289577008,0.021515371167038274,125,71,79
280,training,0.0036421965,0.00354046747088433,0.021515371167038274,126,72,80
281,training,0.0036421965,0.01293204724788665,0.021515371167038274,126,72,80
282,training,0.0036421965,0.006886437535285957,0.021515371167038274,126,72,80
283,training,0.0036421965,0.008639283478260047,0.018447496468412383,126,72,80
284,training,0.0036421965,0.008751891553401954,0.018447496468412383,126,72,80
285,training,0.0036421965,0.02479347959160805,0.018447496468412383,126,72,80
286,training,0.0036421965,0.025547632947564125,0.018447496468412383,126,72,80
287,training,0.0036421965,0.024011198431253433,0.018447496468412383,126,72,80
288,training,0.0036421965,0.041322081815451384,0.007073226967682817,126,72,80
289,training,0.0036421965,0.03998538805171847,0.007073226967682817,126,72,80
290,training,0.0036421965,0.04726044461131096,0.007073226967682817,126,72,80
291,training,0.0036421965,0.06413581408560276,0.007073226967682817,126,72,80
292,training,0.010361904,0.0731349241686985,0.007073226967682817,127,73,81
293,training,0.004358289,0.010406754910945892,0.007073226967682817,128,74,82
294,training,0.004358289,0.03845760971307754,0.009990106448195469,128,74,82
295,training,0.004358289,0.045308347791433334,0.009990106448195469,128,74,82
296,training,0.004358289,0.05394582264125347,0.009990106448195469,128,74,82
297,training,0.010173921,0.0742342546582222,0.009990106448195469,129,75,83
298,training,0.008105755,0.019925206899642944,0.009990106448195469,130,76,84
299,training,0.008105755,0.029993601143360138,0.009990106448195469,130,76,84
300,training,0.008105755,0.04184168204665184,0.014698941925687877,130,76,84
301,training,0.008105755,0.05787756107747555,0.014698941925687877,130,76,84
302,training,0.008799557,0.02604985889047384,0.014698941925687877,131,77,85
303,training,0.008799557,0.02230347041040659,0.014698941925687877,131,77,85
304,training,0.008799557,0.016681121662259102,0.014698941925687877,131,77,85
305,training,0.008799557,0.025181499309837818,0.014698941925687877,131,77,85
306,training,0.008799557,0.024893608875572678,0.00992554674374568,131,77,85
307,training,0.008799557,0.02321323473006487,0.00992554674374568,131,77,85
308,training,0.008799557,0.008671852294355631,0.00992554674374568,131,77,85
309,training,0.008799557,0.008278461638838053,0.00992554674374568,131,77,85
310,training,0.008799557,0.00855601066723466,0.00992554674374568,131,77,85
311,training,0.008799557,0.008764567319303751,0.00992554674374568,131,77,85
312,training,0.008799557,0.020544770173728466,0.01720909295300151,131,77,85
313,training,0.008799557,0.008515434572473168,0.01720909295300151,131,77,85
314,training,0.008799557,0.024943527765572075,0.01720909295300151,131,77,85
315,training,0.008799557,0.02491199690848589,0.01720909295300151,131,77,85
316,training,0.008799557,0.024800312705338005,0.01720909295300151,131,77,85
317,training,0.008799557,0.025605794973671433,0.01720909295300151,131,77,85
318,training,0.008799557,0.024653312750160694,0.015602511301138655,131,77,85
319,training,0.008799557,0.008466573897749186,0.015602511301138655,131,77,85
320,training,0.008799557,0.008930178824812174,0.015602511301138655,131,77,85
321,training,0.008799557,0.00824073189869523,0.015602511301138655,131,77,85
322,training,0.008799557,0.025706795044243336,0.015602511301138655,131,77,85
323,training,0.008799557,0.024701622314751148,0.015602511301138655,131,77,85
324,training,0.008799557,0.024723258800804615,0.009663590069287189,131,77,85
325,training,0.008799557,0.01960823219269514,0.009663590069287189,131,77,85
326,training,0.008799557,0.024546024389564994,0.009663590069287189,131,77,85
327,training,0.008799557,0.040272052399814136,0.009663590069287189,131,77,85
328,training,0.008799557,0.040691549889743335,0.009663590069287189,131,77,85
329,training,0.008799557,0.024768459610641,0.009663590069287189,131,77,85
330,training,0.008799557,0.029784156940877438,0.021354018394062292,131,77,85
331,training,0.008799557,0.02482064347714186,0.021354018394062292,131,77,85
332,training,0.008799557,0.04100610222667455,0.021354018394062292,131,77,85
333,training,0.008799557,0.04021401610225439,0.021354018394062292,131,77,85
334,training,0.008799557,0.024920093826949593,0.021354018394062292,131,77,85
335,training,0.008799557,0.03838314022868871,0.021354018394062292,131,77,85
336,training,0.008799557,0.02499212604016066,0.027999599079491545,131,77,85
337,training,0.008799557,0.024903791956603527,0.027999599079491545,131,77,85
338,training,0.008799557,0.02426816802471876,0.027999599079491545,131,77,85
339,training,0.008799557,0.025061610154807564,0.027999599079491545,131,77,85
340,training,0.008799557,0.023271176032721993,0.027999599079491545,131,77,85
341,training,0.008799557,0.02518609445542097,0.02889626957042124,131,77,85
342,training,0.008799557,0.02498260419815779,0.02889626957042124,131,77,85
343,training,0.008799557,0.03556825127452612,0.02889626957042124,131,77,85
344,training,0.008799557,0.025312247686088085,0.02889626957042124,131,77,85
345,training,0.008799557,0.02438484411686659,0.02889626957042124,131,77,85
346,training,0.008799557,0.024965661577880383,0.030344613402513668,131,77,85
347,training,0.008799557,0.02527444344013929,0.030344613402513668,131,77,85
348,training,0.008799557,0.0235237954184413,0.030344613402513668,131,77,85
349,training,0.008799557,0.026624160818755627,0.030344613402513668,131,77,85
350,training,0.008799557,0.025521743111312386,0.030344613402513668,131,77,85
351,training,0.008799557,0.02479912620037794,0.033185181138009834,131,77,85
352,training,0.008799557,0.02584725897759199,0.033185181138009834,131,77,85
353,training,0.008799557,0.02499394398182631,0.033185181138009834,131,77,85
354,training,0.008799557,0.01007645670324564,0.033185181138009834,131,77,85
355,training,0.008799557,0.009480573236942291,0.033185181138009834,131,77,85
356,training,0.008799557,0.01969470363110304,0.033185181138009834,131,77,85
357,training,0.008799557,0.009750121273100374,0.03270885543102897,131,77,85
358,training,0.008799557,0.007082708179950712,0.03270885543102897,131,77,85
359,training,0.008799557,0.016139172948896885,0.03270885543102897,131,77,85
360,training,0.008799557,0.009675718843936918,0.03270885543102897,131,77,85
361,training,0.008799557,0.006407522596418859,0.03270885543102897,131,77,85
362,training,0.008799557,0.010229521431028843,0.03270885543102897,131,77,85
363,training,0.008799557,0.009697758592665197,0.020954223662524123,131,77,85
364,training,0.008799557,0.007687919773161411,0.020954223662524123,131,77,85
365,training,0.008799557,0.004943137057125568,0.020954223662524123,131,77,85
366,training,0.008799557,0.004943137057125568,0.020954223662524123,131,77,85
367,training,0.008799557,0.006645264569669962,0.020954223662524123,131,77,85
368,training,0.008799557,0.023095709271728992,0.020954223662524123,131,77,85
369,training,0.008799557,0.02643805462867022,0.010320120270951381,131,77,85
370,training,0.008799557,0.02257346827536821,0.010320120270951381,131,77,85
371,training,0.008799557,0.024806168861687183,0.010320120270951381,131,77,85
372,training,0.008799557,0.024727490730583668,0.010320120270951381,131,77,85
373,training,0.008799557,0.05555831361562014,0.010320120270951381,131,77,85
374,training,0.010473282,0.0548289529979229,0.010320120270951381,132,78,86
375,training,0.0037469075,0.015673985471948978,0.003052276793858067,133,79,87
376,training,0.0037469075,0.02265925309620798,0.003052276793858067,133,79,87
377,training,0.0037469075,0.027584438910707835,0.003052276793858067,133,79,87
378,training,0.0037469075,0.022352149477228522,0.003052276793858067,133,79,87
379,training,0.0037469075,0.027111759176477786,0.003052276793858067,133,79,87
380,training,0.0037469075,0.02182289003394544,0.003052276793858067,133,79,87
381,training,0.0037469075,0.03884343965910376,0.018494706785957986,133,79,87
382,training,0.0037469075,0.028443446150049564,0.018494706785957986,133,79,87
383,training,0.0037469075,0.03881050809286535,0.018494706785957986,133,79,87
384,training,0.0037469075,0.043492911150678985,0.018494706785957986,133,79,87
385,training,0.0037469075,0.040673391660675406,0.018494706785957986,133,79,87
386,training,0.0037469075,0.055230064084753394,0.018494706785957986,133,79,87
387,training,0.003610159,0.030749823898077018,0.023353610275284313,134,80,88
388,training,0.003610159,0.02413852885365486,0.023353610275284313,134,80,88
389,training,0.003610159,0.04332209005951882,0.023353610275284313,134,80,88
390,training,0.003610159,0.05675363354384899,0.023353610275284313,134,80,88
391,training,0.01123033,0.02513444796204567,0.023353610275284313,135,81,89
392,training,0.01123033,0.02024833671748638,0.023353610275284313,135,81,89
393,training,0.01123033,0.02024833671748638,0.03369593820375353,135,81,89
394,training,0.01123033,0.02024833671748638,0.03369593820375353,135,81,89
395,training,0.01123033,0.02024833671748638,0.03369593820375353,135,81,89
396,training,0.01123033,0.02447036514058709,0.03369593820375353,135,81,89
397,training,0.01123033,0.04217720218002796,0.03369593820375353,135,81,89
398,training,0.01123033,0.04093390889465809,0.04272268387925379,135,81,89
399,training,0.01123033,0.040316762402653694,0.04272268387925379,135,81,89
400,training,0.01123033,0.04609623737633228,0.04272268387925379,135,81,89
401,training,0.01123033,0.056285897269845016,0.04272268387925379,135,81,89
402,training,0.008043668,0.011905936524271965,0.04272268387925379,136,82,90
403,training,0.008043668,0.02809174917638302,0.04272268387925379,136,82,90
404,training,0.008043668,0.022624677047133446,0.04449433833688976,136,82,90
405,training,0.008043668,0.02603851817548275,0.04449433833688976,136,82,90
406,training,0.008043668,0.022522991523146622,0.04449433833688976,136,82,90
407,training,0.008043668,0.007045650854706771,0.04449433833688976,136,82,90
408,training,0.008043668,0.007575074210762971,0.04449433833688976,136,82,90
409,training,0.008043668,0.00702206231653691,0.04449433833688976,136,82,90
