step,mode,loss,angle_error(rad),distance(m),dataset(f),dataset(l),dataset(r)
2348,training,0.006903923,0.0033812373876571794,0.013535044134595798,763,623,545
2349,training,0.006903923,0.003907188773155212,0.013535044134595798,763,623,545
2350,training,0.006903923,0.011597886681556688,0.013535044134595798,763,623,545
2351,training,0.006903923,0.059770492836833,0.006266843592481642,763,623,545
2352,training,0.0044645094,0.039118326269090176,0.006266843592481642,764,624,546
2353,training,0.0044645094,0.03791710641235113,0.006266843592481642,764,624,546
2354,training,0.0044645094,0.040836255066096776,0.006266843592481642,764,624,546
2355,training,0.0044645094,0.04091722797602415,0.006266843592481642,764,624,546
2356,training,0.0044645094,0.04050229024142027,0.006266843592481642,764,624,546
2357,training,0.0044645094,0.030199660919606693,0.006266843592481642,764,624,546
2358,training,0.0044645094,0.024374767206609242,0.004617945731448544,764,624,546
2359,training,0.0044645094,0.024338840506970875,0.004617945731448544,764,624,546
2360,training,0.0044645094,0.024017944000661373,0.004617945731448544,764,624,546
2361,training,0.0044645094,0.04109900910407305,0.004617945731448544,764,624,546
2362,training,0.0044645094,0.007688243873417374,0.004617945731448544,764,624,546
2363,training,0.0044645094,0.008534689433872696,0.004617945731448544,764,624,546
2364,training,0.0044645094,0.003735949285328388,0.004617945731448544,764,624,546
2365,training,0.0044645094,0.016153900884091858,0.01275035251274628,764,624,546
2366,training,0.0044645094,0.015049823559820652,0.01275035251274628,764,624,546
2367,training,0.0044645094,0.05689663160592318,0.01275035251274628,764,624,546
2368,training,0.009302101,0.10073737893253565,0.01275035251274628,765,625,547
2369,training,0.011734848,0.12799785658717155,0.01275035251274628,766,626,548
2370,training,0.00340007,0.13896358385682106,0.01275035251274628,767,627,549
2371,training,0.005374777,0.16211048513650894,0.01275035251274628,768,628,550
2372,training,0.008370306,0.1739128977060318,0.01881596172342578,769,629,551
2373,training,0.0013145807,0.14231570437550545,0.01881596172342578,770,629,551
2374,training,0.007979647,0.1423300262540579,0.01881596172342578,771,629,551
2375,training,0.002133412,0.17084921896457675,0.01881596172342578,772,629,551
2376,training,0.006476483,0.16130372136831284,0.01881596172342578,773,629,551
2377,training,0.011480524,0.18879455886781218,0.01881596172342578,773,629,552
2378,training,0.005699208,0.12637650966644287,0.01881596172342578,774,629,552
2379,training,0.039980333,0.14441970735788348,0.013061993208174324,775,629,552
2380,training,0.004924104,0.09584309905767441,0.013061993208174324,776,629,552
2381,training,0.00566332,0.14899004250764847,0.013061993208174324,777,629,552
2382,training,0.002032835,0.16369640827178952,0.013061993208174324,777,629,553
2383,training,0.003017061,0.22769993264228103,0.013061993208174324,777,629,554
2384,training,0.002331502,0.19266562908887863,0.013061993208174324,778,629,554
2385,training,0.0060332627,0.18968957755714655,0.013061993208174324,779,629,554
2386,training,0.0038389212,0.1570598278194666,0.04126750074726232,780,629,554
2387,training,0.004893743,0.18336687330156565,0.04126750074726232,781,629,554
2388,training,0.007516449,0.17284665070474145,0.04126750074726232,782,629,554
2389,training,0.0040594987,0.1952109234407544,0.04126750074726232,782,629,555
2390,training,0.0032212597,0.16101581789553163,0.04126750074726232,783,629,555
2391,training,0.004610216,0.1261279042810202,0.04126750074726232,784,629,555
2392,training,0.0029852462,0.16564298048615456,0.04126750074726232,785,629,555
2393,training,0.01972591,0.16783682629466054,0.11539481487777054,786,629,555
2394,training,0.005652536,0.2186894416809082,0.11539481487777054,787,629,555
2395,training,0.008570009,0.2181852087378502,0.11539481487777054,788,629,555
2396,training,0.01154293,0.21961058676242828,0.11539481487777054,789,629,555
2397,training,0.001209551,0.15813660621643066,0.11539481487777054,790,630,556
2398,training,0.010211174,0.16007442772388458,0.11539481487777054,791,631,557
2399,training,0.011512274,0.11987154558300972,0.11539481487777054,792,632,558
2400,training,0.023678463,0.08602546527981758,0.14014784763133054,793,633,559
2401,training,0.009688533,0.023625966161489487,0.14014784763133054,794,634,560
2402,training,0.009688533,0.04099930450320244,0.14014784763133054,794,634,560
2403,training,0.009688533,0.012290548533201218,0.14014784763133054,794,634,560
2404,training,0.009688533,0.043786849826574326,0.14014784763133054,794,634,560
2405,training,0.009688533,0.04764283075928688,0.14014784763133054,794,634,560
2406,training,0.009688533,0.023940879851579666,0.14014784763133054,794,634,560
2407,training,0.009688533,0.047214265912771225,0.10605622188651535,794,634,560
2408,training,0.009688533,0.03654875606298447,0.10605622188651535,794,634,560
2409,training,0.009688533,0.044672224670648575,0.10605622188651535,794,634,560
2410,training,0.009688533,0.05132973566651343,0.10605622188651535,794,634,560
2411,training,0.007100575,0.12256266362965107,0.10605622188651535,795,634,560
2412,training,0.021541972,0.019413486123085022,0.10605622188651535,796,635,561
2413,training,0.021541972,0.0690516959875822,0.10605622188651535,796,635,561
2414,training,0.012908947,0.03796530142426491,0.0753238347368704,797,636,562
2415,training,0.012908947,0.02774127945303917,0.0753238347368704,797,636,562
2416,training,0.012908947,0.0021575689315796037,0.0753238347368704,797,636,562
2417,training,0.012908947,0.036398451775312424,0.0753238347368704,797,636,562
2418,training,0.012908947,0.009037852287292487,0.0753238347368704,797,636,562
2419,training,0.012908947,0.0009511634707450867,0.0753238347368704,797,636,562
2420,training,0.012908947,0.023174479603767395,0.0753238347368704,797,636,562
2421,training,0.012908947,0.03147689253091812,0.050478867814663465,797,636,562
2422,training,0.012908947,0.015199124813079834,0.050478867814663465,797,636,562
2423,training,0.012908947,0.0016479119658470154,0.050478867814663465,797,636,562
2424,training,0.012908947,0.004637904465198517,0.050478867814663465,797,636,562
2425,training,0.012908947,0.07084634155035019,0.050478867814663465,797,636,562
2426,training,0.009406181,0.12107131630182269,0.050478867814663465,798,636,562
2427,training,0.006156849,0.042981296777725206,0.050478867814663465,799,636,562
2428,training,0.006156849,0.06074053794145584,0.06254895925317673,799,636,562
2429,training,0.013519556,0.15432412642985582,0.06254895925317673,800,636,562
2430,training,0.010142154,0.07723581790924072,0.06254895925317673,801,637,563
2431,training,0.017133256,0.10004834085702896,0.06254895925317673,802,638,564
2432,training,0.013386757,0.15274523198604584,0.06254895925317673,803,639,565
2433,training,0.0013428145,0.08520310744643211,0.06254895925317673,804,640,566
2434,training,0.0019109113,0.1107793003320694,0.06254895925317673,805,641,567
2435,training,0.0015815839,0.01314665749669075,0.06258357963514109,806,642,568
2436,training,0.0015815839,0.0103980153799057,0.06258357963514109,806,642,568
2437,training,0.0015815839,0.0020850170403718966,0.06258357963514109,806,642,568
2438,training,0.0015815839,0.0266898050904274,0.06258357963514109,806,642,568
2439,training,0.0015815839,0.060346100479364395,0.06258357963514109,806,642,568
2440,training,0.011514946,0.0005603861063718796,0.06258357963514109,807,643,569
2441,training,0.011514946,0.024927732170908712,0.049370513103047145,807,643,569
2442,training,0.011514946,0.04125865548849106,0.049370513103047145,807,643,569
2443,training,0.011514946,0.02483200712595135,0.049370513103047145,807,643,569
2444,training,0.011514946,0.042141370475292206,0.049370513103047145,807,643,569
2445,training,0.011514946,0.02459111495409161,0.049370513103047145,807,643,569
2446,training,0.011514946,0.05771090462803841,0.049370513103047145,807,643,569
2447,training,0.0024661242,0.12303946539759636,0.039825588963068995,808,644,570
2448,training,0.0021701797,0.16823576390743256,0.039825588963068995,809,645,571
2449,training,0.022594383,0.26438651233911514,0.039825588963068995,810,646,572
2450,training,0.011485996,0.2081112377345562,0.039825588963068995,811,647,573
2451,training,0.004921146,0.2217966616153717,0.039825588963068995,812,648,574
2452,training,0.00703707,0.2782971262931824,0.039825588963068995,813,648,574
2453,training,0.03816043,0.21530934423208237,0.05556536012871464,814,648,574
2454,training,0.0068887235,0.2224626988172531,0.05556536012871464,815,648,574
2455,training,0.03989652,0.2384033091366291,0.05556536012871464,815,649,574
2456,training,0.015184116,0.2268604412674904,0.05556536012871464,816,649,574
2457,training,0.008236489,0.26991282775998116,0.05556536012871464,816,650,574
2458,training,0.007862175,0.24790626019239428,0.05556536012871464,816,651,574
2459,training,0.0035483246,0.25911159440875053,0.05556536012871464,816,652,574
2460,training,0.0040894453,0.2776705864816904,0.10747499698388097,816,653,574
2461,training,0.00460606,0.2663230439648032,0.10747499698388097,816,654,574
2462,training,0.0050253537,0.2820345014333725,0.10747499698388097,816,655,574
2463,training,0.013912591,0.30721449106931686,0.10747499698388097,816,656,574
2464,training,0.03086643,0.21560756862163546,0.10747499698388097,817,656,574
2465,training,0.01207783,0.19431407377123833,0.10747499698388097,818,656,574
2466,training,0.01004924,0.28279591351747513,0.14176701496364189,819,656,574
2467,training,0.0038462696,0.21268806606531143,0.14176701496364189,820,656,574
2468,training,0.0031053699,0.17626714706420898,0.14176701496364189,821,657,575
2469,training,0.0029089116,0.12549104914069176,0.14176701496364189,822,658,576
2470,training,0.017162874,0.2406935691833496,0.14176701496364189,823,659,577
2471,training,0.005146588,0.21164757199585438,0.14176701496364189,824,660,578
2472,training,0.01329848,0.20104826241731644,0.12200820996179346,825,661,579
2473,training,0.00930022,0.13674868270754814,0.12200820996179346,826,662,580
2474,training,0.028040087,0.18533670157194138,0.12200820996179346,827,663,581
2475,training,0.0050999518,0.12132209539413452,0.12200820996179346,828,664,582
2476,training,0.013822941,0.09545262157917023,0.12200820996179346,829,665,583
2477,training,0.015457142,0.13841665536165237,0.12200820996179346,830,666,584
2478,training,0.0068378863,0.13267571479082108,0.09268834035451189,831,667,585
2479,training,0.004619749,0.17138725519180298,0.09268834035451189,832,668,586
2480,training,0.0044730585,0.13625388965010643,0.09268834035451189,833,669,587
2481,training,0.005613691,0.17284937459044158,0.09268834035451189,834,670,588
2482,training,0.0020604385,0.13915056735277176,0.09268834035451189,835,671,589
2483,training,0.007160194,0.21928010135889053,0.09268834035451189,836,672,590
2484,training,0.0074633034,0.18753529340028763,0.06050557691802004,837,673,591
2485,training,0.0025445863,0.10683412104845047,0.06050557691802004,838,674,592
2486,training,0.007306117,0.10026289708912373,0.06050557691802004,839,675,593
2487,training,0.015981626,0.12349244672805071,0.06050557691802004,840,676,594
2488,training,0.0032000586,0.14422121969982982,0.06050557691802004,841,677,595
2489,training,0.013020352,0.13424908882007003,0.039401530335238785,842,678,596
2490,training,0.0054989676,0.041491422802209854,0.039401530335238785,843,679,597
2491,training,0.0054989676,0.07403604686260223,0.039401530335238785,843,679,597
2492,training,0.006517508,0.003447352908551693,0.039401530335238785,844,680,598
2493,training,0.006517508,0.006054140627384186,0.039401530335238785,844,680,598
2494,training,0.006517508,0.010322776157408953,0.039401530335238785,844,680,598
2495,training,0.006517508,0.003447352908551693,0.039401530335238785,844,680,598
2496,training,0.006517508,0.010687245056033134,0.02789503963320283,844,680,598
2497,training,0.006517508,0.003447352908551693,0.02789503963320283,844,680,598
2498,training,0.006517508,0.008427199441939592,0.02789503963320283,844,680,598
2499,training,0.006517508,0.02682750578969717,0.02789503963320283,844,680,598
2500,training,0.006517508,0.025869316421449184,0.02789503963320283,844,680,598
2501,training,0.006517508,0.029112118296325207,0.02789503963320283,844,680,598
2502,training,0.006517508,0.009998973924666643,0.03149979220281219,844,680,598
2503,training,0.006517508,0.04136772733181716,0.03149979220281219,844,680,598
2504,training,0.006517508,0.01010751398280263,0.03149979220281219,844,680,598
2505,training,0.006517508,0.04218514543026686,0.03149979220281219,844,680,598
2506,training,0.006517508,0.03730415087193251,0.03149979220281219,844,680,598
2507,training,0.006517508,0.003447352908551693,0.03149979220281219,844,680,598
2508,training,0.006517508,0.041433422826230526,0.03757707611376997,844,680,598
2509,training,0.006517508,0.07576944585889578,0.03757707611376997,844,680,598
2510,training,0.018534223,0.019566863775253296,0.03757707611376997,845,681,599
2511,training,0.018534223,0.0720481425523758,0.03757707611376997,845,681,599
2512,training,0.005321411,0.04326529614627361,0.03757707611376997,846,682,600
2513,training,0.005321411,0.026311596855521202,0.03757707611376997,846,682,600
2514,training,0.005321411,0.06399076990783213,0.03174965947072616,846,682,600
2515,training,0.006702857,0.014167698100209236,0.03174965947072616,847,683,601
2516,training,0.006702857,0.003290243446826935,0.03174965947072616,847,683,601
2517,training,0.006702857,0.023140283301472664,0.03174965947072616,847,683,601
2518,training,0.006702857,0.006845895200967789,0.03174965947072616,847,683,601
2519,training,0.006702857,0.018865542486310012,0.03174965947072616,847,683,601
2520,training,0.006702857,0.010709008201956742,0.03725197880061357,847,683,601
2521,training,0.006702857,0.024482620297931135,0.03725197880061357,847,683,601
2522,training,0.006702857,0.005414061248302463,0.03725197880061357,847,683,601
2523,training,0.006702857,0.027252959087491042,0.03725197880061357,847,683,601
2524,training,0.006702857,0.036920963786542416,0.03725197880061357,847,683,601
2525,training,0.006702857,0.005069199949502945,0.03725197880061357,847,683,601
2526,training,0.006702857,0.00659087672829628,0.039042354612648066,847,683,601
2527,training,0.006702857,0.03147467831149697,0.039042354612648066,847,683,601
2528,training,0.006702857,0.02420858107507229,0.039042354612648066,847,683,601
2529,training,0.006702857,0.025279103429056704,0.039042354612648066,847,683,601
2530,training,0.006702857,0.02420858107507229,0.039042354612648066,847,683,601
2531,training,0.006702857,0.037399716675281525,0.039042354612648066,847,683,601
2532,training,0.006702857,0.06907828710973263,0.025302778416978196,847,683,601
2533,training,0.012163993,0.041910771280527115,0.025302778416978196,848,684,602
2534,training,0.012163993,0.029227957129478455,0.025302778416978196,848,684,602
2535,training,0.012163993,0.05963250808417797,0.025302778416978196,848,684,602
2536,training,0.011317369,0.13046816363930702,0.025302778416978196,849,685,603
2537,training,0.0054000546,0.10910535231232643,0.025302778416978196,850,686,604
2538,training,0.00918471,0.20039792358875275,0.014746421560228838,851,686,604
2539,training,0.007045527,0.22589146345853806,0.014746421560228838,852,686,604
2540,training,0.005703204,0.22359193861484528,0.014746421560228838,853,687,605
2541,training,0.0008071604,0.1992299109697342,0.014746421560228838,854,688,606
2542,training,0.014203864,0.29462769627571106,0.014746421560228838,855,688,606
2543,training,0.009264637,0.27110303938388824,0.014746421560228838,856,688,606
2544,training,0.009809038,0.28720150887966156,0.020260974177408013,857,688,606
2545,training,0.0042057284,0.23181577771902087,0.020260974177408013,858,688,606
2546,training,0.014442203,0.3735719844698906,0.020260974177408013,858,688,607
2547,training,0.0022631942,0.35546776652336126,0.020260974177408013,858,688,608
2548,training,0.03775671,0.27220991626381874,0.020260974177408013,858,688,609
2549,training,0.0050883763,0.33481035381555563,0.020260974177408013,858,688,610
2550,training,0.026256291,0.30468491092324257,0.08697985059030158,858,688,611
2551,training,0.016459232,0.21170558780431753,0.08697985059030158,858,688,612
2552,training,0.0039978465,0.2897911369800568,0.08697985059030158,858,688,613
2553,training,0.0018349687,0.20745661854743958,0.08697985059030158,858,688,614
2554,training,0.018795252,0.2051870301365853,0.08697985059030158,858,688,615
2555,training,0.0030921267,0.18993678689002985,0.08697985059030158,858,688,616
2556,training,0.0062462976,0.26888298243284225,0.150274529638525,858,688,617
2557,training,0.010855437,0.18817812949419022,0.150274529638525,858,688,618
2558,training,0.01375818,0.20592210441827768,0.150274529638525,858,688,619
2559,training,0.0055632424,0.17857872322201726,0.150274529638525,858,688,620
2560,training,0.004910912,0.11925042793154716,0.150274529638525,859,688,620
2561,training,0.0029481854,0.1756231002509594,0.16488332897785316,860,688,620
2562,training,0.007902072,0.2854972258210182,0.16488332897785316,860,688,621
2563,training,0.0078372145,0.2116202488541603,0.16488332897785316,861,688,621
2564,training,0.0029977302,0.20470178499817848,0.16488332897785316,862,689,622
2565,training,0.0039821807,0.2040918692946434,0.16488332897785316,863,690,623
2566,training,0.007771633,0.027130864560604095,0.16488332897785316,864,691,624
2567,training,0.007771633,0.027130864560604095,0.13692086831277775,864,691,624
2568,training,0.007771633,0.015897953882813454,0.13692086831277775,864,691,624
2569,training,0.007771633,0.04099040478467943,0.13692086831277775,864,691,624
2570,training,0.007771633,0.027130864560604095,0.13692086831277775,864,691,624
2571,training,0.007771633,0.001981223002076149,0.13692086831277775,864,691,624
2572,training,0.007771633,0.0309879039414227,0.13692086831277775,864,691,624
2573,training,0.007771633,0.02575051039457321,0.13692086831277775,864,691,624
2574,training,0.007771633,0.012245994061231613,0.08740548923439383,864,691,624
2575,training,0.007771633,0.03239701269194484,0.08740548923439383,864,691,624
2576,training,0.007771633,0.05019356310367584,0.08740548923439383,864,691,624
2577,training,0.029731663,0.03533667698502539,0.08740548923439383,865,692,625
2578,training,0.029731663,0.0039040297269821167,0.08740548923439383,865,692,625
2579,training,0.029731663,0.014247417449951172,0.08740548923439383,865,692,625
2580,training,0.029731663,0.037292059510946274,0.04900307258063301,865,692,625
2581,training,0.029731663,0.025217752903699875,0.04900307258063301,865,692,625
2582,training,0.029731663,0.040122438222169876,0.04900307258063301,865,692,625
2583,training,0.029731663,0.0565960891544819,0.04900307258063301,865,692,625
2584,training,0.002676743,0.1487494595348835,0.04900307258063301,866,693,626
2585,training,0.006267333,0.08457445818930866,0.04900307258063301,867,694,627
2586,training,0.006858569,0.14357149973511696,0.027411061038331082,868,695,628
2587,training,0.003831932,0.18794261664152145,0.027411061038331082,869,696,629
2588,training,0.008187044,0.1854199469089508,0.027411061038331082,870,697,630
2589,training,0.0034200388,0.14141932502388954,0.027411061038331082,871,697,630
2590,training,0.0070244498,0.2175455130636692,0.027411061038331082,872,697,630
2591,training,0.004284845,0.17481869366019967,0.027411061038331082,873,697,630
2592,training,0.0013125957,0.20494562759995463,0.019316631856688707,873,698,630
2593,training,0.0016341323,0.18314053863286972,0.019316631856688707,873,699,630
2594,training,0.007907201,0.1904014488682151,0.019316631856688707,873,700,630
2595,training,0.013820184,0.21419975347816944,0.019316631856688707,873,701,630
2596,training,0.0059309714,0.2574756545946002,0.019316631856688707,873,702,630
2597,training,0.004154285,0.23600295837968588,0.019316631856688707,873,703,630
2598,training,0.010691665,0.2514149472117424,0.07225439059697868,873,704,630
2599,training,0.004015843,0.350703977048397,0.07225439059697868,873,705,630
2600,training,0.0013340137,0.30127480626106257,0.07225439059697868,873,706,630
2601,training,0.011478339,0.2683038832619786,0.07225439059697868,873,707,630
2602,training,0.0042808633,0.33448345586657524,0.07225439059697868,873,708,630
2603,training,0.007938115,0.38123901188373566,0.07225439059697868,873,709,630
2604,training,0.0034973593,0.32693114876747137,0.07225439059697868,873,710,630
2605,training,0.012857424,0.3169064521789551,0.13603852492061963,873,711,630
2606,training,0.0055750743,0.4604947417974472,0.13603852492061963,873,712,630
2607,training,0.009733943,0.44847986847162247,0.13603852492061963,873,713,630
2608,training,0.00846747,0.48396036028862,0.13603852492061963,873,714,630
2609,training,0.007908766,0.32162808906286955,0.13603852492061963,873,715,630
2610,training,0.003923892,0.12649086117744443,0.18818275766013046,874,715,630
2611,training,0.0049688504,0.12852520123124123,0.18818275766013046,875,715,630
2612,training,0.0027161748,0.18939905613660812,0.18818275766013046,876,715,630
2613,training,0.0037936233,0.14556986466050148,0.18818275766013046,877,715,630
2614,training,0.0061869845,0.10290588438510896,0.18818275766013046,878,715,630
2615,training,0.020435924,0.10472925659269094,0.18818275766013046,879,716,631
2616,training,0.006622351,0.09554565232247113,0.17894209841799308,880,717,632
2617,training,0.014048912,0.07423689868301155,0.17894209841799308,881,718,633
2618,training,0.009891552,0.06599396094679832,0.17894209841799308,882,719,634
2619,training,0.0075554675,0.17572852224111557,0.17894209841799308,883,720,635
2620,training,0.008544911,0.2697513997554779,0.17894209841799308,884,721,636
2621,training,0.0059929425,0.16367650777101517,0.17894209841799308,885,722,637
2622,training,0.00931987,0.04754658043384552,0.129278803383721,886,723,638
2623,training,0.00931987,0.03760983422398567,0.129278803383721,886,723,638
2624,training,0.00931987,0.037792665883898735,0.129278803383721,886,723,638
2625,training,0.00931987,0.04754658043384552,0.129278803383721,886,723,638
2626,training,0.00931987,0.04754658043384552,0.129278803383721,886,723,638
2627,training,0.00931987,0.00402962788939476,0.129278803383721,886,723,638
2628,training,0.00931987,0.04754658043384552,0.07313990598042726,886,723,638
2629,training,0.00931987,0.016159646213054664,0.07313990598042726,886,723,638
2630,training,0.00931987,0.02761705033481121,0.07313990598042726,886,723,638
2631,training,0.00931987,0.01069122925400734,0.07313990598042726,886,723,638
2632,training,0.00931987,0.006874997168779366,0.07313990598042726,886,723,638
2633,training,0.00931987,0.004185985773801804,0.07313990598042726,886,723,638
2634,training,0.00931987,0.0065439753234386375,0.017244540088437326,886,723,638
2635,training,0.00931987,0.024387486279010773,0.017244540088437326,886,723,638
2636,training,0.00931987,0.006733696907758713,0.017244540088437326,886,723,638
2637,training,0.00931987,0.04307287931442262,0.017244540088437326,886,723,638
2638,training,0.00931987,0.023395664989948273,0.017244540088437326,886,723,638
2639,training,0.00931987,0.02480144053697586,0.017244540088437326,886,723,638
2640,training,0.00931987,0.07369791716337205,0.05012932895278647,886,723,638
2641,training,0.01517805,0.024767562747001634,0.05012932895278647,887,723,638
2642,training,0.01517805,0.08945393562316895,0.05012932895278647,887,723,638
2643,training,0.014546758,0.15832297503948212,0.05012932895278647,888,723,638
2644,training,0.01268608,0.10983115807175635,0.05012932895278647,889,724,639
2645,training,0.010155294,0.12695024348795414,0.05012932895278647,890,724,639
2646,training,0.0032463153,0.13151329755783078,0.022700918032393755,891,724,639
2647,training,0.0052380534,0.1411271542310715,0.022700918032393755,892,724,639
2648,training,0.021348817,0.2130424380302429,0.022700918032393755,893,724,639
2649,training,0.0052568135,0.18568174354732037,0.022700918032393755,894,724,639
2650,training,0.013360696,0.17159885726869106,0.022700918032393755,895,724,639
2651,training,0.042866662,0.1331159360706806,0.022700918032393755,896,724,639
2652,training,0.0033859033,0.18704752251505852,0.033563134134167706,896,724,640
2653,training,0.031660013,0.217951774597168,0.033563134134167706,897,724,640
2654,training,0.011675177,0.21129094250500202,0.033563134134167706,898,724,640
2655,training,0.010658093,0.177021836861968,0.033563134134167706,899,724,640
2656,training,0.008991982,0.2236939799040556,0.033563134134167706,900,724,640
2657,training,0.07805592,0.3202144168317318,0.033563134134167706,900,724,641
2658,training,0.0029575033,0.26213181018829346,0.07414608749997678,900,724,642
2659,training,0.018123029,0.22831289283931253,0.07414608749997678,900,724,643
2660,training,0.03286646,0.19520140066742897,0.07414608749997678,900,724,644
2661,training,0.005407517,0.3036239370703697,0.07414608749997678,900,724,645
2662,training,0.008638948,0.20974375307559964,0.07414608749997678,900,724,646
2663,training,0.029142508,0.20545108616352087,0.07414608749997678,900,724,647
2664,training,0.0165271,0.17112582176923755,0.12075855335215015,900,724,648
2665,training,0.0010307498,0.22677058726549149,0.12075855335215015,900,724,649
2666,training,0.011134451,0.22033915668725967,0.12075855335215015,900,724,650
2667,training,0.0121767465,0.06783805787563321,0.12075855335215015,901,724,650
2668,training,0.016451329,0.052080005407333374,0.12075855335215015,901,724,651
2669,training,0.011076183,0.04147292673587796,0.12075855335215015,902,724,651
2670,training,0.011076183,0.006915584206581116,0.13713548961921304,902,724,651
2671,training,0.011076183,0.05123116075992584,0.13713548961921304,902,724,651
2672,training,0.009270756,0.06848593056201935,0.13713548961921304,903,724,651
2673,training,0.0045922957,0.05133035778999327,0.13713548961921304,904,724,651
2674,training,0.0040968475,0.037990659475326524,0.13713548961921304,905,725,652
2675,training,0.0040968475,0.09855197183787823,0.13713548961921304,905,725,652
2676,training,0.0074249273,0.02613404393196106,0.08357262862838928,906,726,653
2677,training,0.0074249273,0.041940923780202866,0.08357262862838928,906,726,653
2678,training,0.0074249273,0.019482150673866265,0.08357262862838928,906,726,653
2679,training,0.0074249273,0.04674616456031799,0.08357262862838928,906,726,653
2680,training,0.0074249273,0.014880374073982232,0.08357262862838928,906,726,653
2681,training,0.0074249273,0.04325786232948303,0.08357262862838928,906,726,653
2682,training,0.0074249273,0.032943855971097946,0.08357262862838928,906,726,653
2683,training,0.0074249273,0.04762796312570572,0.013715055374658273,906,726,653
2684,training,0.0074249273,0.02941003441810608,0.013715055374658273,906,726,653
2685,training,0.0074249273,0.0335829220712185,0.013715055374658273,906,726,653
2686,training,0.0074249273,0.029295295476913452,0.013715055374658273,906,726,653
2687,training,0.0074249273,0.025226324796676643,0.013715055374658273,906,726,653
2688,training,0.0074249273,0.037355687469243996,0.013715055374658273,906,726,653
2689,training,0.0074249273,0.04630710929632187,0.013715055374658273,906,726,653
2690,training,0.0074249273,0.03778114542365075,0.024667626705609482,906,726,653
2691,training,0.0074249273,0.026881530880928033,0.024667626705609482,906,726,653
2692,training,0.0074249273,0.008218055590987209,0.024667626705609482,906,726,653
2693,training,0.0074249273,0.08577927201986313,0.024667626705609482,906,726,653
2694,training,0.011235914,0.21565490774810314,0.024667626705609482,907,727,654
2695,training,0.001369092,0.15881068632006645,0.024667626705609482,908,728,655
2696,training,0.0047529964,0.1281141359359026,0.024667626705609482,909,729,656
2697,training,0.003749589,0.12363699078559875,0.011739065248178474,910,730,657
2698,training,0.008191852,0.13643791154026985,0.011739065248178474,911,731,658
2699,training,0.0024779015,0.12027256935834886,0.011739065248178474,912,732,659
2700,training,0.005490218,0.12273738533258438,0.011739065248178474,913,733,660
2701,training,0.009619802,0.1543598361313343,0.011739065248178474,914,734,661
2702,training,0.006854504,0.17213580757379532,0.011739065248178474,915,734,661
2703,training,0.0060869046,0.08333506435155869,0.011739065248178474,916,734,661
2704,training,0.010786114,0.11203337833285329,0.03272158378282802,917,734,661
2705,training,0.07846844,0.09446738660335544,0.03272158378282802,918,734,661
2706,training,0.024393518,0.07803308963775635,0.03272158378282802,919,734,661
2707,training,0.014739119,0.04631492495536807,0.03272158378282802,920,734,661
2708,training,0.014739119,0.04171302914619443,0.03272158378282802,920,734,661
2709,training,0.014739119,0.04031482338905337,0.03272158378282802,920,734,661
2710,training,0.014739119,0.004200324416160611,0.03272158378282802,920,734,661
2711,training,0.014739119,0.004275381565093994,0.055369922001669965,920,734,661
2712,training,0.014739119,0.0045229047536849976,0.055369922001669965,920,734,661
2713,training,0.014739119,0.0005897581577300748,0.055369922001669965,920,734,661
2714,training,0.014739119,0.0374884232878685,0.055369922001669965,920,734,661
2715,training,0.014739119,0.0805298313498497,0.055369922001669965,920,734,661
2716,training,0.0044874786,0.031860008835792555,0.055369922001669965,921,734,661
2717,training,0.0044874786,0.013306468725204468,0.055369922001669965,921,734,661
2718,training,0.0044874786,0.09340154752135277,0.02495685071857488,921,734,661
2719,training,0.004018487,0.0695650577545166,0.02495685071857488,922,735,662
2720,training,0.0058301813,0.02904636412858963,0.02495685071857488,923,736,663
2721,training,0.0058301813,0.014908805489540086,0.02495685071857488,923,736,663
2722,training,0.0058301813,0.10527523374184966,0.02495685071857488,923,736,663
2723,training,0.01195265,0.01414642296731472,0.02495685071857488,924,737,664
2724,training,0.01195265,0.02656044438481331,0.015655715086666043,924,737,664
2725,training,0.01195265,0.011453390121459968,0.015655715086666043,924,737,664
2726,training,0.01195265,0.04056020453572272,0.015655715086666043,924,737,664
2727,training,0.01195265,0.02246006205677986,0.015655715086666043,924,737,664
2728,training,0.01195265,0.004331164062023156,0.015655715086666043,924,737,664
2729,training,0.01195265,0.015996452420949936,0.015655715086666043,924,737,664
2730,training,0.01195265,0.02903902158141136,0.04443889030515227,924,737,664
2731,training,0.01195265,0.044615913182497025,0.04443889030515227,924,737,664
2732,training,0.01195265,0.011586898937821388,0.04443889030515227,924,737,664
2733,training,0.01195265,0.0026014670729637146,0.04443889030515227,924,737,664
2734,training,0.01195265,0.015482479706406597,0.04443889030515227,924,737,664
2735,training,0.01195265,0.03898480162024498,0.04443889030515227,924,737,664
2736,training,0.01195265,0.06951332651078701,0.03496481965921455,924,737,664
2737,training,0.0040570395,0.06792566925287247,0.03496481965921455,925,738,665
2738,training,0.017902141,0.006620883941650391,0.03496481965921455,926,739,666
2739,training,0.017902141,0.028969239443540566,0.03496481965921455,926,739,666
2740,training,0.017902141,0.07086729258298874,0.03496481965921455,926,739,666
2741,training,0.011128332,0.018316519446671013,0.03496481965921455,927,740,667
2742,training,0.011128332,0.03142028022557497,0.009526040984152051,927,740,667
