step,mode,loss,angle_error(rad),distance(m),dataset(f),dataset(l),dataset(r)
1156,training,0.009191095,0.5612467713654041,0.22182251885360063,439,334,356
1157,training,0.007877997,0.7148549808189272,0.22182251885360063,439,334,357
1158,training,0.008251159,0.6430326364934444,0.30492413776816524,439,334,358
1159,training,0.0039227144,0.5704943304881454,0.30492413776816524,439,334,359
1160,training,0.011066867,0.6354959905147552,0.329140244330394,439,334,360
1161,training,0.006292308,0.6018103212118149,0.329140244330394,439,334,361
1162,training,0.02093621,0.5723322033882141,0.3312376075231618,439,334,362
1163,training,0.005425742,0.5200802534818649,0.3312376075231618,439,334,363
1164,training,0.009879637,0.3795522451400757,0.3312376075231618,440,334,363
1165,training,0.007076777,0.3498662859201431,0.31541995120055993,441,334,363
1166,training,0.008881994,0.27752726525068283,0.31541995120055993,442,334,363
1167,training,0.004334496,0.3098914325237274,0.31541995120055993,443,334,363
1168,training,0.0118619315,0.2959935814142227,0.31541995120055993,444,334,363
1169,training,0.0046795844,0.05688586831092837,0.31541995120055993,445,334,363
1170,training,0.008967655,0.05170900374650955,0.31541995120055993,446,334,363
1171,training,0.004959728,0.355787307024002,0.12073195785859812,446,335,363
1172,training,0.003510369,0.34875442087650294,0.12073195785859812,446,336,363
1173,training,0.008529533,0.6715252995491028,0.12073195785859812,446,337,363
1174,training,0.0032852574,0.6064892709255219,0.21439632308391593,446,338,363
1175,training,0.0058726217,0.4691463112831116,0.21439632308391593,446,339,363
1176,training,0.048043314,0.35663823783397675,0.26400489402870353,446,340,363
1177,training,0.0014306826,0.3388779088854789,0.26400489402870353,446,341,363
1178,training,0.008525236,0.22795473784208303,0.2953552244323389,446,342,363
1179,training,0.009666403,0.12568946182727814,0.2953552244323389,446,343,363
1180,training,0.008594048,0.14009843766689303,0.2953552244323389,446,344,363
1181,training,0.0018416353,0.13849614560604093,0.3222931656973035,447,344,363
1182,training,0.003952369,0.06912189349532129,0.3222931656973035,448,344,363
1183,training,0.0015111596,0.14592495188117027,0.3222931656973035,449,344,363
1184,training,0.056359787,0.06765032932162285,0.3222931656973035,450,345,364
1185,training,0.004488108,0.05574807524681091,0.3222931656973035,451,346,365
1186,training,0.02383885,0.006524398922920227,0.3222931656973035,452,347,366
1187,training,0.02383885,0.028450682759284973,0.29179326432042124,452,347,366
1188,training,0.02383885,0.03381543420255184,0.29179326432042124,452,347,366
1189,training,0.02383885,0.04819431155920029,0.29179326432042124,452,347,366
1190,training,0.02383885,0.052759071346372366,0.29179326432042124,452,347,366
1191,training,0.020283395,0.05900507979094982,0.29179326432042124,453,348,367
1192,training,0.0069155185,0.0291740209213458,0.29179326432042124,454,349,368
1193,training,0.0069155185,0.043344633653759956,0.2062275164489133,454,349,368
1194,training,0.0069155185,0.0011043548583984375,0.2062275164489133,454,349,368
1195,training,0.0069155185,0.010624812915921211,0.2062275164489133,454,349,368
1196,training,0.0069155185,0.02854563668370247,0.2062275164489133,454,349,368
1197,training,0.0069155185,0.02854563668370247,0.2062275164489133,454,349,368
1198,training,0.0069155185,0.04952536150813103,0.2062275164489133,454,349,368
1199,training,0.0069155185,0.05490659363567829,0.1144094414078463,454,349,368
1200,training,0.00515372,0.04245350696146488,0.1144094414078463,455,350,369
1201,training,0.00515372,0.04918313957750797,0.1144094414078463,455,350,369
1202,training,0.00515372,0.042396796867251396,0.1144094414078463,455,350,369
1203,training,0.00515372,0.04764602519571781,0.1144094414078463,455,350,369
1204,training,0.00515372,0.05344202369451523,0.1144094414078463,455,350,369
1205,training,0.0045740246,0.02046676073223352,0.06050620285093346,456,351,370
1206,training,0.0045740246,0.019658909179270267,0.06050620285093346,456,351,370
1207,training,0.0045740246,0.010914639569818977,0.06050620285093346,456,351,370
1208,training,0.0045740246,0.019809854216873646,0.06050620285093346,456,351,370
1209,training,0.0045740246,0.00992946419864893,0.06050620285093346,456,351,370
1210,training,0.0045740246,0.018333000130951405,0.06050620285093346,456,351,370
1211,training,0.0045740246,0.008965567685663702,0.02249763487059968,456,351,370
1212,training,0.0045740246,0.007411551661789417,0.02249763487059968,456,351,370
1213,training,0.0045740246,0.015944010578095916,0.02249763487059968,456,351,370
1214,training,0.0045740246,0.007469874806702135,0.02249763487059968,456,351,370
1215,training,0.0045740246,0.008117896504700184,0.02249763487059968,456,351,370
1216,training,0.0045740246,0.007244032807648184,0.02249763487059968,456,351,370
1217,training,0.0045740246,0.00752414483577013,0.008296971899520032,456,351,370
1218,training,0.0045740246,0.01747665461152792,0.008296971899520032,456,351,370
1219,training,0.0045740246,0.024054205976426605,0.008296971899520032,456,351,370
1220,training,0.0045740246,0.024296737276017666,0.008296971899520032,456,351,370
1221,training,0.0045740246,0.023623413406312462,0.008296971899520032,456,351,370
1222,training,0.0045740246,0.024134493432939053,0.008296971899520032,456,351,370
1223,training,0.0045740246,0.022950685583055012,0.012453720689898274,456,351,370
1224,training,0.0045740246,0.02419090922921896,0.012453720689898274,456,351,370
1225,training,0.0045740246,0.024272731505334377,0.012453720689898274,456,351,370
1226,training,0.0045740246,0.024242631159722805,0.012453720689898274,456,351,370
1227,training,0.0045740246,0.02432501967996359,0.012453720689898274,456,351,370
1228,training,0.0045740246,0.022819093428552154,0.012453720689898274,456,351,370
1229,training,0.0045740246,0.024435616098344326,0.022624695888742982,456,351,370
1230,training,0.0045740246,0.024238145910203457,0.022624695888742982,456,351,370
1231,training,0.0045740246,0.024212346412241455,0.022624695888742982,456,351,370
1232,training,0.0045740246,0.02445379551500082,0.022624695888742982,456,351,370
1233,training,0.0045740246,0.024042299948632717,0.022624695888742982,456,351,370
1234,training,0.0045740246,0.02450709696859121,0.022624695888742982,456,351,370
1235,training,0.0045740246,0.024570382200181484,0.030575296772149266,456,351,370
1236,training,0.0045740246,0.020798212848603722,0.030575296772149266,456,351,370
1237,training,0.0045740246,0.024609542451798916,0.030575296772149266,456,351,370
1238,training,0.0045740246,0.024338073097169396,0.030575296772149266,456,351,370
1239,training,0.0045740246,0.022029018960893154,0.030575296772149266,456,351,370
1240,training,0.0045740246,0.02475114818662405,0.030575296772149266,456,351,370
1241,training,0.0045740246,0.023526943288743492,0.03521331192019009,456,351,370
1242,training,0.0045740246,0.024510211311280727,0.03521331192019009,456,351,370
1243,training,0.0045740246,0.024713850580155843,0.03521331192019009,456,351,370
1244,training,0.0045740246,0.02308971341699362,0.03521331192019009,456,351,370
1245,training,0.0045740246,0.024911112152040008,0.03521331192019009,456,351,370
1246,training,0.0045740246,0.023996285162866116,0.03521331192019009,456,351,370
1247,training,0.0045740246,0.024776852689683434,0.03692428292987156,456,351,370
1248,training,0.0045740246,0.07420550938695669,0.03692428292987156,456,351,370
1249,training,0.08490757,0.18383868038654327,0.03692428292987156,457,352,371
1250,training,0.030756267,0.1223169919103384,0.03692428292987156,458,353,372
1251,training,0.048799466,0.08414043858647346,0.03692428292987156,459,354,373
1252,training,0.0055345795,0.16863825358450413,0.03692428292987156,460,354,373
1253,training,0.004598747,0.06881423573940992,0.04145834171100455,461,355,374
1254,training,0.016964009,0.07973627559840679,0.04145834171100455,462,356,375
1255,training,0.0094492445,0.1020710151642561,0.04145834171100455,463,357,376
1256,training,0.008740715,0.08792974241077899,0.04145834171100455,464,358,377
1257,training,0.008517371,0.049717770889401436,0.04145834171100455,465,359,378
1258,training,0.008517371,0.06479419954121113,0.04145834171100455,465,359,378
1259,training,0.014295745,0.04663999751210213,0.0546360630344653,466,360,379
1260,training,0.014295745,0.043287236243486404,0.0546360630344653,466,360,379
1261,training,0.014295745,0.03902469947934151,0.0546360630344653,466,360,379
1262,training,0.014295745,0.0401112325489521,0.0546360630344653,466,360,379
1263,training,0.014295745,0.039360035210847855,0.0546360630344653,466,360,379
1264,training,0.014295745,0.07327384874224663,0.0546360630344653,466,360,379
1265,training,0.0037168972,0.16038365382701159,0.0662981782168556,467,360,379
1266,training,0.0071340506,0.1652927426621318,0.0662981782168556,468,360,379
1267,training,0.0045111147,0.2058281423524022,0.0662981782168556,468,360,380
1268,training,0.006059977,0.20714176632463932,0.0662981782168556,468,360,381
1269,training,0.012838328,0.16348761320114139,0.0662981782168556,469,360,381
1270,training,0.008920109,0.15832417458295822,0.0662981782168556,470,360,381
1271,training,0.00807341,0.16186382621526718,0.07032006823576405,471,360,381
1272,training,0.0009514659,0.17224784195423126,0.07032006823576405,471,360,382
1273,training,0.0042838617,0.17888791859149933,0.07032006823576405,471,360,383
1274,training,0.006428716,0.16599464416503906,0.07032006823576405,472,360,383
1275,training,0.035523858,0.2718093488365411,0.07032006823576405,472,360,384
1276,training,0.048506577,0.238223284482956,0.06843678288413847,472,360,385
1277,training,0.0069338586,0.27858141530305147,0.06843678288413847,472,360,386
1278,training,0.017405884,0.23937108367681498,0.06843678288413847,472,360,387
1279,training,0.019375758,0.19764639437198633,0.06843678288413847,472,360,388
1280,training,0.012941942,0.21629253029823303,0.06843678288413847,472,360,389
1281,training,0.003934625,0.24731270223855972,0.06285311317146236,472,360,390
1282,training,0.004667912,0.0826708525419235,0.06285311317146236,472,360,391
1283,training,0.008272185,0.1593628078699112,0.06285311317146236,472,360,392
1284,training,0.011111277,0.265834242105484,0.06285311317146236,472,360,393
1285,training,0.042968016,0.09707646816968918,0.06285311317146236,472,360,394
1286,training,0.012163,0.04959306120872495,0.07672512845675171,473,360,394
1287,training,0.012163,0.10450585186481476,0.07672512845675171,473,360,394
1288,training,0.005369485,0.1527514606714249,0.07672512845675171,473,360,395
1289,training,0.008661556,0.16957482136785984,0.07672512845675171,474,360,395
1290,training,0.0051682717,0.24209454655647278,0.07672512845675171,474,361,395
1291,training,0.024318645,0.2521805353462696,0.07672512845675171,474,362,395
1292,training,0.007923907,0.29024128522723913,0.052290177173731446,474,363,395
1293,training,0.013172091,0.2897789506241679,0.052290177173731446,474,364,395
1294,training,0.006480061,0.2170836180448532,0.052290177173731446,474,365,395
1295,training,0.040004067,0.2250259593129158,0.052290177173731446,474,366,395
1296,training,0.010146133,0.30311762541532516,0.052290177173731446,474,367,395
1297,training,0.0075429804,0.27852169424295425,0.052290177173731446,474,368,395
1298,training,0.0049771434,0.26143828779459,0.109375060380641,474,369,395
1299,training,0.064681455,0.341660694219172,0.109375060380641,474,370,395
1300,training,0.011568041,0.4872375503182412,0.109375060380641,474,371,395
1301,training,0.019386131,0.3200780376791954,0.109375060380641,474,372,395
1302,training,0.0016298996,0.2710384130477905,0.13660371760290307,475,372,395
1303,training,0.009271413,0.3114466816186905,0.13660371760290307,475,373,395
1304,training,0.012123587,0.27692124247550964,0.13660371760290307,476,373,395
1305,training,0.028881451,0.23934545367956161,0.13660371760290307,477,373,395
1306,training,0.018566016,0.19070544093847275,0.13660371760290307,478,374,396
1307,training,0.0060407617,0.23052486777305606,0.13660371760290307,479,374,396
1308,training,0.0045553525,0.20939412713050842,0.1167207171696526,480,374,396
1309,training,0.003501321,0.12405561655759811,0.1167207171696526,481,375,397
1310,training,0.0107664745,0.04358603619039059,0.1167207171696526,482,376,398
1311,training,0.0107664745,0.015472413273528218,0.1167207171696526,482,376,398
1312,training,0.0107664745,0.010857986286282541,0.1167207171696526,482,376,398
1313,training,0.0107664745,0.001982880756258968,0.1167207171696526,482,376,398
1314,training,0.0107664745,0.01902194321155548,0.06859200477566578,482,376,398
1315,training,0.0107664745,0.01902194321155548,0.06859200477566578,482,376,398
1316,training,0.0107664745,0.00773224513977766,0.06859200477566578,482,376,398
1317,training,0.0107664745,0.014034552033990622,0.06859200477566578,482,376,398
1318,training,0.0107664745,0.03503439575433731,0.06859200477566578,482,376,398
1319,training,0.0107664745,0.007409057579934597,0.06859200477566578,482,376,398
1320,training,0.0107664745,0.013279803097248084,0.02621851765892928,482,376,398
1321,training,0.0107664745,0.011125994846224781,0.02621851765892928,482,376,398
1322,training,0.0107664745,0.006062252447009087,0.02621851765892928,482,376,398
1323,training,0.0107664745,0.046082768589258194,0.02621851765892928,482,376,398
1324,training,0.0107664745,0.01902194321155548,0.02621851765892928,482,376,398
1325,training,0.0107664745,0.006243152543902397,0.02621851765892928,482,376,398
1326,training,0.0107664745,0.012368094176054,0.0053335275296008235,482,376,398
1327,training,0.0107664745,0.028147466480731964,0.0053335275296008235,482,376,398
1328,training,0.0107664745,0.016103488858789206,0.0053335275296008235,482,376,398
1329,training,0.0107664745,0.0042850803583860415,0.0053335275296008235,482,376,398
1330,training,0.0107664745,0.03978878632187843,0.0053335275296008235,482,376,398
1331,training,0.0107664745,0.008996946737170221,0.0053335275296008235,482,376,398
1332,training,0.0107664745,0.012602131813764572,0.014315542242072429,482,376,398
1333,training,0.0107664745,0.01902194321155548,0.014315542242072429,482,376,398
1334,training,0.0107664745,0.01902194321155548,0.014315542242072429,482,376,398
1335,training,0.0107664745,0.01902194321155548,0.014315542242072429,482,376,398
1336,training,0.0107664745,0.06240546703338623,0.014315542242072429,482,376,398
1337,training,0.0047881007,0.06997664272785187,0.014315542242072429,483,377,399
1338,training,0.0016745942,0.12455951794981956,0.018914686596152853,484,378,400
1339,training,0.0027253898,0.15589559823274612,0.018914686596152853,485,379,401
1340,training,0.0064733173,0.1772809959948063,0.018914686596152853,486,379,401
1341,training,0.006487383,0.14453266561031342,0.018914686596152853,487,379,401
1342,training,0.005543919,0.16393213532865047,0.018914686596152853,488,379,401
1343,training,0.0064755254,0.13659978657960892,0.018914686596152853,489,379,401
1344,training,0.034681838,0.19550323113799092,0.017547922093820167,489,380,401
1345,training,0.019757017,0.17261823266744614,0.017547922093820167,490,380,401
1346,training,0.01344705,0.2002127729356289,0.017547922093820167,490,381,401
1347,training,0.0030989181,0.2153484746813774,0.017547922093820167,490,382,401
1348,training,0.012060871,0.2301927087828517,0.017547922093820167,490,383,401
1349,training,0.0092798965,0.30253837537020445,0.017547922093820167,490,384,401
1350,training,0.05882015,0.2810468897223472,0.021508607725296017,490,385,401
1351,training,0.012046825,0.298937545157969,0.021508607725296017,490,386,401
1352,training,0.044646386,0.2743638902902603,0.021508607725296017,490,387,401
1353,training,0.05552725,0.3126005008816719,0.021508607725296017,490,388,401
1354,training,0.0068619456,0.30403310060501104,0.021508607725296017,490,389,401
1355,training,0.0071475767,0.2788989953696727,0.021508607725296017,490,390,401
1356,training,0.014866082,0.29754193872213364,0.04966632103690827,490,391,401
1357,training,0.005065287,0.320062555372715,0.04966632103690827,490,392,401
1358,training,0.047556818,0.309969499707222,0.04966632103690827,490,393,401
1359,training,0.0050578783,0.3186561912298202,0.04966632103690827,490,394,401
1360,training,0.017986124,0.31271862983703613,0.04966632103690827,490,395,401
1361,training,0.040788867,0.3012899085879326,0.04966632103690827,490,396,401
1362,training,0.0041711326,0.2947068512439728,0.1248578963185061,490,397,401
1363,training,0.008848895,0.31654290854930883,0.1248578963185061,490,398,401
1364,training,0.0072734244,0.3245558775961399,0.1248578963185061,490,399,401
1365,training,0.012806788,0.26062528043985367,0.1248578963185061,490,400,401
1366,training,0.0027574622,0.24006890784949067,0.15918731319334367,490,401,401
1367,training,0.031812478,0.26457032188773155,0.15918731319334367,490,402,401
1368,training,0.011914688,0.2405832037329674,0.15918731319334367,491,402,401
1369,training,0.005080315,0.22159737348556519,0.15918731319334367,492,402,401
1370,training,0.018785091,0.18002500385046005,0.15918731319334367,493,402,401
1371,training,0.011432868,0.1163002885878086,0.16123437735146715,494,403,402
1372,training,0.003987028,0.16756651178002357,0.16123437735146715,495,403,402
1373,training,0.062271003,0.06187709700316191,0.16123437735146715,496,404,403
1374,training,0.00961869,0.014086049050092704,0.16123437735146715,497,405,404
1375,training,0.00961869,0.0796751081943512,0.16123437735146715,497,405,404
1376,training,0.009735589,0.016808763146400438,0.16123437735146715,498,406,405
1377,training,0.009735589,0.053031146526336656,0.16123437735146715,498,406,405
1378,training,0.0024923238,0.05247928947210315,0.08530809676158006,499,406,405
1379,training,0.039811116,0.066483810544014,0.08530809676158006,500,406,405
1380,training,0.008060335,0.06108777970075607,0.08530809676158006,501,407,406
1381,training,0.011471445,0.06151009351015092,0.08530809676158006,502,407,406
1382,training,0.011107381,0.17270900681614876,0.08530809676158006,503,408,407
1383,training,0.007687773,0.13234012573957443,0.08530809676158006,504,409,408
1384,training,0.01386756,0.03846125304698941,0.08530809676158006,505,409,408
1385,training,0.01386756,0.09054069221019742,0.0884742169703461,505,409,408
1386,training,0.014032398,0.21843367069959643,0.0884742169703461,506,410,409
1387,training,0.023234507,0.31320998072624207,0.0884742169703461,507,410,409
1388,training,0.0050080325,0.2393692433834076,0.0884742169703461,508,410,409
1389,training,0.04527856,0.22277146577835083,0.0884742169703461,509,411,410
1390,training,0.009318612,0.19011642038822174,0.0884742169703461,510,411,410
1391,training,0.02119814,0.15644295513629913,0.0884742169703461,511,412,411
1392,training,0.010429892,0.17719930037856102,0.07995210073722499,512,413,412
1393,training,0.010948597,0.14626188203692436,0.07995210073722499,513,414,413
1394,training,0.0013052328,0.18845980241894722,0.07995210073722499,514,415,414
1395,training,0.014391413,0.12486515287309885,0.07995210073722499,515,416,415
1396,training,0.004864248,0.1679534986615181,0.07995210073722499,516,417,416
1397,training,0.004055755,0.12805049354210496,0.07995210073722499,517,418,417
1398,training,0.012231231,0.09957832098007202,0.046888874528089805,518,419,418
1399,training,0.006965008,0.009483322501182556,0.046888874528089805,519,420,419
1400,training,0.006965008,0.047630615532398224,0.046888874528089805,519,420,419
1401,training,0.006965008,0.08120997995138168,0.046888874528089805,519,420,419
1402,training,0.012540167,0.020841762423515334,0.046888874528089805,520,421,420
1403,training,0.012540167,0.02576175704598426,0.046888874528089805,520,421,420
1404,training,0.012540167,0.0696401298046112,0.01714737236077006,520,421,420
1405,training,0.01152094,0.05297872424125674,0.01714737236077006,521,421,420
1406,training,0.0024060863,0.00965040922164917,0.01714737236077006,522,421,420
1407,training,0.0024060863,0.046743929386138916,0.01714737236077006,522,421,420
1408,training,0.0024060863,0.07026284933090216,0.01714737236077006,522,421,420
1409,training,0.016482482,0.08646091818809509,0.01714737236077006,522,422,420
1410,training,0.014493937,0.07468973100185394,0.01714737236077006,523,422,420
1411,training,0.008584427,0.031489163637161255,0.0698522850648354,524,422,420
1412,training,0.008584427,0.01712943613529208,0.0698522850648354,524,422,420
1413,training,0.008584427,0.04453440010547641,0.0698522850648354,524,422,420
1414,training,0.008584427,0.05404849350452426,0.0698522850648354,524,422,420
1415,training,0.0061627063,0.022993281483650235,0.0698522850648354,525,422,420
1416,training,0.0061627063,0.0217980295419693,0.0698522850648354,525,422,420
1417,training,0.0061627063,0.02230218052864072,0.09956589216517157,525,422,420
1418,training,0.0061627063,0.038162052631378146,0.09956589216517157,525,422,420
1419,training,0.0061627063,0.020503282546997043,0.09956589216517157,525,422,420
1420,training,0.0061627063,0.02245002985000613,0.09956589216517157,525,422,420
1421,training,0.0061627063,0.023209154605865506,0.09956589216517157,525,422,420
1422,training,0.0061627063,0.009332865476608276,0.09956589216517157,525,422,420
1423,training,0.0061627063,0.0068765580654144565,0.07280448703305387,525,422,420
1424,training,0.0061627063,0.05033008754253386,0.07280448703305387,525,422,420
1425,training,0.011046119,0.0718504711985588,0.07280448703305387,526,422,420
1426,training,0.0152611155,0.016974106431007385,0.07280448703305387,527,423,421
1427,training,0.0152611155,0.02511141449213028,0.07280448703305387,527,423,421
1428,training,0.0152611155,0.048172242939472185,0.07280448703305387,527,423,421
1429,training,0.0152611155,0.0497288778424263,0.025636188009152804,527,423,421
1430,training,0.0152611155,0.05552453547716141,0.025636188009152804,527,423,421
1431,training,0.009883728,0.03878857567906379,0.025636188009152804,528,424,422
1432,training,0.009883728,0.028294235467910767,0.025636188009152804,528,424,422
1433,training,0.009883728,0.0508599616587162,0.025636188009152804,528,424,422
1434,training,0.07058298,0.08196617290377617,0.025636188009152804,529,425,423
1435,training,0.0045876466,0.01283309981226921,0.012846166271522392,530,426,424
1436,training,0.0045876466,0.024330444633960724,0.012846166271522392,530,426,424
1437,training,0.0045876466,0.010582376271486282,0.012846166271522392,530,426,424
1438,training,0.0045876466,0.006847534328699112,0.012846166271522392,530,426,424
1439,training,0.0045876466,0.026461482048034668,0.012846166271522392,530,426,424
1440,training,0.0045876466,0.07474716193974018,0.012846166271522392,530,426,424
1441,training,0.0035730782,0.11860539019107819,0.017059905982269474,531,427,425
1442,training,0.0019214755,0.08592715114355087,0.017059905982269474,532,428,426
1443,training,0.0076715355,0.0909029170870781,0.017059905982269474,533,429,427
1444,training,0.021252936,0.20547743886709213,0.017059905982269474,534,430,428
1445,training,0.007532797,0.1325011607259512,0.017059905982269474,535,431,429
1446,training,0.0076406235,0.1098470687866211,0.017059905982269474,536,432,430
1447,training,0.0053586415,0.04030939191579819,0.011719958028840757,537,433,431
1448,training,0.0053586415,0.04713047295808795,0.011719958028840757,537,433,431
1449,training,0.0053586415,0.07872771471738818,0.011719958028840757,537,433,431
1450,training,0.008110994,0.07550430297851562,0.011719958028840757,538,433,431
1451,training,0.0041378094,0.07164683379232885,0.011719958028840757,539,434,432
1452,training,0.0074655456,0.10567701049149036,0.011719958028840757,540,435,433
1453,training,0.025743388,0.07938872557133435,0.013457558024049323,541,436,434
1454,training,0.006091317,0.10856206715106964,0.013457558024049323,542,436,434
1455,training,0.0029451181,0.09544336982071398,0.013457558024049323,543,436,434
1456,training,0.002349866,0.08901678398251531,0.013457558024049323,544,436,434
1457,training,0.0047741416,0.02956322208046914,0.013457558024049323,545,437,435
1458,training,0.0047741416,0.10995134711265564,0.013457558024049323,545,437,435
1459,training,0.009070121,0.013064086437225342,0.011895394512884929,546,438,436
1460,training,0.009070121,0.012836277484893799,0.011895394512884929,546,438,436
1461,training,0.009070121,0.007698662579059601,0.011895394512884929,546,438,436
1462,training,0.009070121,0.024669378995895386,0.011895394512884929,546,438,436
1463,training,0.009070121,0.04059744253754616,0.011895394512884929,546,438,436
1464,training,0.009070121,0.05973219685256481,0.011895394512884929,546,438,436
1465,training,0.00752043,0.018512930721044533,0.018781795989725535,547,439,437
1466,training,0.00752043,0.0834295004606247,0.018781795989725535,547,439,437
1467,training,0.0051995576,0.06577015668153763,0.018781795989725535,548,440,438
1468,training,0.0075324634,0.08228638209402561,0.018781795989725535,549,441,439
1469,training,0.02911004,0.015176966786384583,0.018781795989725535,550,442,440
1470,training,0.02911004,0.03415858000516893,0.018781795989725535,550,442,440
1471,training,0.02911004,0.05334663391113281,0.04102045781399045,550,442,440
1472,training,0.014857219,0.055213950574398055,0.04102045781399045,551,443,441
1473,training,0.008848627,0.05204179883003236,0.04102045781399045,552,444,442
1474,training,0.005358601,0.023470900952816003,0.04102045781399045,553,445,443
1475,training,0.005358601,0.011240735650062561,0.04102045781399045,553,445,443
1476,training,0.005358601,0.023725703358650208,0.04102045781399045,553,445,443
1477,training,0.005358601,0.007298070937395096,0.04340706438199232,553,445,443
1478,training,0.005358601,0.007791060954332352,0.04340706438199232,553,445,443
1479,training,0.005358601,0.00806622579693795,0.04340706438199232,553,445,443
1480,training,0.005358601,0.007143501192331314,0.04340706438199232,553,445,443
1481,training,0.005358601,0.0087863989174366,0.04340706438199232,553,445,443
1482,training,0.005358601,0.005956191569566727,0.04340706438199232,553,445,443
1483,training,0.005358601,0.01001628115773201,0.031177634110838903,553,445,443
1484,training,0.005358601,0.009443167597055435,0.031177634110838903,553,445,443
1485,training,0.005358601,0.0027943141758441925,0.031177634110838903,553,445,443
1486,training,0.005358601,0.006117915734648708,0.031177634110838903,553,445,443
1487,training,0.005358601,0.004498649388551705,0.031177634110838903,553,445,443
1488,training,0.005358601,0.005872135981917385,0.031177634110838903,553,445,443
1489,training,0.005358601,0.005758022889494896,0.027139671744513556,553,445,443
1490,training,0.005358601,0.016430711373686787,0.027139671744513556,553,445,443
1491,training,0.005358601,0.020833492279052738,0.027139671744513556,553,445,443
1492,training,0.005358601,0.025951326824724674,0.027139671744513556,553,445,443
1493,training,0.005358601,0.030171454418450594,0.027139671744513556,553,445,443
1494,training,0.005358601,0.03652770072221756,0.027139671744513556,553,445,443
1495,training,0.005358601,0.03652770072221756,0.028831108294997097,553,445,443
1496,training,0.005358601,0.03652770072221756,0.028831108294997097,553,445,443
1497,training,0.005358601,0.05398898385465145,0.028831108294997097,553,445,443
1498,training,0.014398499,0.04015554115176201,0.028831108294997097,554,446,444
1499,training,0.014398499,0.03654129896312952,0.028831108294997097,554,446,444
1500,training,0.014398499,0.04063029959797859,0.028831108294997097,554,446,444
1501,training,0.014398499,0.037659876979887486,0.025394817992680393,554,446,444
1502,training,0.014398499,0.04610927728936076,0.025394817992680393,554,446,444
1503,training,0.014398499,0.06701583601534367,0.025394817992680393,554,446,444
1504,training,0.0077889757,0.013073430396616459,0.025394817992680393,555,447,445
1505,training,0.0077889757,0.0012324843555688893,0.025394817992680393,555,447,445
1506,training,0.0077889757,0.003375379368662834,0.025394817992680393,555,447,445
1507,training,0.0077889757,0.004369346424937245,0.018527254043158144,555,447,445
1508,training,0.0077889757,0.010516943410038948,0.018527254043158144,555,447,445
1509,training,0.0077889757,0.004099128767848011,0.018527254043158144,555,447,445
1510,training,0.0077889757,0.005630610510706898,0.018527254043158144,555,447,445
1511,training,0.0077889757,0.01331046037375927,0.018527254043158144,555,447,445
1512,training,0.0077889757,0.019633375573903322,0.018527254043158144,555,447,445
1513,training,0.0077889757,0.024638531322125345,0.004385368095650334,555,447,445
1514,training,0.0077889757,0.02392059564590454,0.004385368095650334,555,447,445
1515,training,0.0077889757,0.02392059564590454,0.004385368095650334,555,447,445
1516,training,0.0077889757,0.032198852859437466,0.004385368095650334,555,447,445
1517,training,0.0077889757,0.035208482295274734,0.004385368095650334,555,447,445
1518,training,0.0077889757,0.03269454184919596,0.004385368095650334,555,447,445
1519,training,0.0077889757,0.041328269988298416,0.008676991151331498,555,447,445
1520,training,0.0077889757,0.05119697563350201,0.008676991151331498,555,447,445
1521,training,0.0071805753,0.05821015685796738,0.008676991151331498,556,448,446
1522,training,0.034346428,0.04959680419415236,0.008676991151331498,557,449,447
1523,training,0.034346428,0.053308653645217426,0.008676991151331498,557,449,447
1524,training,0.003367073,0.006570018827915199,0.008676991151331498,558,450,448
1525,training,0.003367073,0.010855793952941895,0.007648692971142672,558,450,448
1526,training,0.003367073,0.01141034439206124,0.007648692971142672,558,450,448
1527,training,0.003367073,0.005472283810377121,0.007648692971142672,558,450,448
1528,training,0.003367073,0.003892991691827774,0.007648692971142672,558,450,448
1529,training,0.003367073,0.0013944394886493752,0.007648692971142672,558,450,448
1530,training,0.003367073,0.014679079875349998,0.0054341368652020515,558,450,448
1531,training,0.003367073,0.026153446175158024,0.0054341368652020515,558,450,448
1532,training,0.003367073,0.022293567657470703,0.0054341368652020515,558,450,448
1533,training,0.003367073,0.0303477356210351,0.0054341368652020515,558,450,448
1534,training,0.003367073,0.0335136610083282,0.0054341368652020515,558,450,448
1535,training,0.003367073,0.04102969914674759,0.0110807377330159,558,450,448
1536,training,0.003367073,0.059102823957800865,0.0110807377330159,558,450,448
1537,training,0.03664247,0.0708814924582839,0.0110807377330159,559,451,449
1538,training,0.002130827,0.011828192509710789,0.0110807377330159,560,452,450
1539,training,0.002130827,0.025413229130208492,0.0110807377330159,560,452,450
1540,training,0.002130827,0.02761839609593153,0.0110807377330159,560,452,450
1541,training,0.002130827,0.04326034989207983,0.022785100969448014,560,452,450
1542,training,0.002130827,0.03445651661604643,0.022785100969448014,560,452,450
1543,training,0.002130827,0.04419046174734831,0.022785100969448014,560,452,450
1544,training,0.002130827,0.0405537923797965,0.022785100969448014,560,452,450
1545,training,0.002130827,0.05595175456255676,0.022785100969448014,560,452,450
1546,training,0.0013852584,0.024715974926948533,0.022785100969448014,561,453,451
1547,training,0.0013852584,0.034603580832481384,0.03795026742534881,561,453,451
1548,training,0.0013852584,0.03690798208117485,0.03795026742534881,561,453,451
